echelon,rsid,display_name,parent_rsid,uic
STN,4J4V,4J4V - TULSA SOUTH,4J4,
CO,4J5,4J5 - TEXARKANA,4J,
STN,4J5B,4J5B - PINE BLUFF,4J5,
STN,4J5C,4J5C - TEXARKANA,4J5,
STN,4J5G,4J5G - HOT SPRINGS,4J5,
STN,4J5K,4J5K - EL DORADO,4J5,
STN,4J5Q,4J5Q - PARIS,4J5,
CO,4J6,4J6 - FT SMITH,4J,
STN,4J6A,4J6A - RUSSELLVILLE,4J6,
STN,4J6C,4J6C - FORT SMITH,4J6,
STN,4J6D,4J6D - HARRISON,4J6,
STN,4J6E,4J6E - FAYETTEVILLE NE,4J6,
STN,4J6F,4J6F - FAYETTEVILLE SW,4J6,
STN,4J6M,4J6M - MOUNTAIN HOME,4J6,
STN,4J6R,4J6R - ROGERS,4J6,
CO,4J7,4J7 - LITTLE ROCK,4J,
STN,4J7A,4J7A - BATESVILLE,4J7,
STN,4J7B,4J7B - NORTH LITTLE ROCK,4J7,
STN,4J7C,4J7C - CONWAY,4J7,
STN,4J7E,4J7E - SOUTH LITTLE ROCK,4J7,
STN,4J7K,4J7K - MARION,4J7,
STN,4J7N,4J7N - JONESBORO,4J7,
STN,4J7S,4J7S - SEARCY,4J7,
CO,4J8,4J8 - WICHITA,4J,
STN,4J8D,4J8D - DODGE CITY,4J8,
STN,4J8K,4J8K - HUTCHINSON,4J8,
STN,4J8P,4J8P - PONCA CITY,4J8,
STN,4J8R,4J8R - WICHITA EAST,4J8,
STN,4J8W,4J8W - WICHITA WEST,4J8,
BN,4K,4K - SAN ANTONIO,4,
CO,4K1,4K1 - AUSTIN,4K,
STN,4K1A,4K1A - LAKE CREEK,4K1,
STN,4K1G,4K1G - ROUND ROCK,4K1,
STN,4K1K,4K1K - GEORGETOWN,4K1,
STN,4K1M,4K1M - MARBLE FALLS,4K1,
STN,4K1N,4K1N - NORTH CROSS,4K1,
STN,4K1U,4K1U - UNIVERSITY,4K1,
CO,4K2,4K2 - CORPUS CHRISTI,4K,
STN,4K2D,4K2D - KINGSVILLE,4K2,
STN,4K2H,4K2H - CORPUS CHRISTI,4K2,
STN,4K2P,4K2P - PORTLAND,4K2,
STN,4K2V,4K2V - VICTORIA,4K2,
CO,4K3,4K3 - SAN MARCOS,4K,
STN,4K3B,4K3B - SAN MARCOS,4K3,
STN,4K3C,4K3C - BASTROP,4K3,
STN,4K3D,4K3D - AUSTIN SOUTH,4K3,
STN,4K3N,4K3N - NEW BRAUNFELS,4K3,
CO,4K4,4K4 - WEST SAN ANTONIO,4K,
STN,4K4B,4K4B - DEL RIO,4K4,
STN,4K4K,4K4K - KERRVILLE,4K4,
STN,4K4L,4K4L - POTRANCO,4K4,
STN,4K4N,4K4N - DEZAVALA,4K4,
STN,4K4R,4K4R - SOUTH PARK,4K4,
STN,4K4W,4K4W - INGRAM PARK,4K4,
CO,4K5,4K5 - EAST SAN ANTONIO,4K,
STN,4K5A,4K5A - PARK NORTH,4K5,
STN,4K5F,4K5F - FORUM,4K5,
STN,4K5M,4K5M - SAN ANTONIO SOUTHEAST,4K5,
STN,4K5N,4K5N - WALZEM,4K5,
STN,4K5P,4K5P - ROLLING OAKS,4K5,
CO,4K6,4K6 - EL PASO,4K,
STN,4K6A,4K6A - ALAMOGORDO,4K6,
STN,4K6D,4K6D - TRANS MOUNTAIN,4K6,
STN,4K6L,4K6L - LAS CRUCES,4K6,
STN,4K6M,4K6M - MONTWOOD,4K6,
STN,4K6R,4K6R - ROSWELL,4K6,
STN,4K6T,4K6T - ZARAGOSA,4K6,
STN,4K6V,4K6V - VISCOUNT,4K6,
STN,4K6W,4K6W - CORONADO,4K6,
CO,4K7,4K7 - RIO GRANDE,4K,
STN,4K7B,4K7B - BROWNSVILLE,4K7,
STN,4K7H,4K7H - HARLINGEN,4K7,
STN,4K7L,4K7L - LAREDO,4K7,
STN,4K7M,4K7M - MC ALLEN,4K7,
STN,4K7R,4K7R - MISSION,4K7,
STN,4K7W,4K7W - WESLACO,4K7,
BN,4P,4P - PHOENIX,4,
CO,4P1,4P1 - PHOENIX WEST,4P,
STN,4P1A,4P1A - ARROWHEAD,4P1,
STN,4P1B,4P1B - GLENDALE,4P1,
STN,4P1C,4P1C - GOODYEAR,4P1,
STN,4P1E,4P1E - BUCKEYE (GOODYEAR SOUTH),4P1,
STN,4P1H,4P1H - SURPRISE,4P1,
STN,4P1L,4P1L - BULLHEAD CITY,4P1,
STN,4P1S,4P1S - LAKE HAVASU,4P1,
STN,4P1U,4P1U - YUMA,4P1,
CO,4P2,4P2 - TUCSON,4P,
STN,4P2A,4P2A - CATALINA,4P2,
STN,4P2G,4P2G - CASA GRANDE,4P2,
STN,4P2J,4P2J - SIERRA VISTA,4P2,
STN,4P2N,4P2N - FOOTHILLS,4P2,
STN,4P2P,4P2P - OLD PUEBLO,4P2,
STN,4P2R,4P2R - CENTER POINTE,4P2,
CO,4P3,4P3 - PHOENIX NORTH,4P,
STN,4P3A,4P3A - ANTHEM,4P3,
STN,4P3D,4P3D - FLAGSTAFF,4P3,
STN,4P3G,4P3G - PRESCOTT,4P3,
STN,4P3I,4P3I - PARADISE VALLEY,4P3,
STN,4P3P,4P3P - NORTH PHOENIX,4P3,
CO,4P4,4P4 - TEMPE,4P,
STN,4P4C,4P4C - MESA,4P4,
STN,4P4E,4P4E - SUPERSTITION,4P4,
STN,4P4L,4P4L - WHITE MOUNTAINS,4P4,
STN,4P4Q,4P4Q - QUEEN CREEK,4P4,
STN,4P4T,4P4T - TEMPE,4P4,
STN,4P4W,4P4W - GILBERT,4P4,
CO,4P5,4P5 - ALBUQUERQUE,4P,
STN,4P5E,4P5E - FOUR HILLS,4P5,
STN,4P5F,4P5F - FARMINGTON,4P5,
STN,4P5N,4P5N - SAN MATEO,4P5,
STN,4P5Q,4P5Q - RIO RANCHO,4P5,
STN,4P5S,4P5S - SANTA FE,4P5,
STN,4P5W,4P5W - LADERA,4P5,
CO,4P7,4P7 - PHOENIX CENTRAL,4P,
STN,4P7F,4P7F - CHRISTOWN,4P7,
STN,4P7K,4P7K - CHANDLER,4P7,
STN,4P7M,4P7M - WESTRIDGE,4P7,
STN,4P7S,4P7S - SCOTTSDALE,4P7,
STN,4P7T,4P7T - METRO CENTER,4P7,
STN,4P7V,4P7V - SOUTH MOUNTAIN,4P7,
BDE,6,6TH BDE,USAREC,
BN,6F,6F - LOS ANGELES,6,
CO,6F2,6F2 - SAN GABRIEL VALLEY,6F,
STN,6F2A,6F2A - POMONA,6F2,
STN,6F2D,6F2D - AZUSA,6F2,
STN,6F2F,6F2F - EL MONTE,6F2,
STN,6F2P,6F2P - PASADENA,6F2,
STN,6F2R,6F2R - MONTEREY PARK,6F2,
STN,6F2V,6F2V - ROWLAND HEIGHTS,6F2,
CO,6F3,6F3 - LONG BEACH,6F,
STN,6F3B,6F3B - LAKEWOOD,6F3,
STN,6F3C,6F3C - CARSON,6F3,
STN,6F3H,6F3H - LONG BEACH,6F3,
STN,6F3R,6F3R - NORWALK,6F3,
STN,6F3V,6F3V - HUNTINGTON PARK,6F3,
STN,6F3W,6F3W - WHITTIER,6F3,
CO,6F5,6F5 - SN FERNANDO VL,6F,
STN,6F5A,6F5A - VENTURA,6F5,
STN,6F5N,6F5N - TARZANA,6F5,
STN,6F5O,6F5O - OXNARD,6F5,
STN,6F5T,6F5T - THOUSAND OAKS,6F5,
STN,6F5V,6F5V - SIMI VALLEY,6F5,
CO,6F7,6F7 - COASTAL,6F,
STN,6F7F,6F7F - TORRANCE,6F7,
STN,6F7K,6F7K - KOREA TOWN,6F7,
STN,6F7L,6F7L - LA CENTRAL,6F7,
STN,6F7T,6F7T - INGLEWOOD,6F7,
STN,6F7V,6F7V - CULVER CITY,6F7,
CO,6F8,6F8 - LOS ANGELES NORTH,6F,
STN,6F8G,6F8G - GRANADA HILLS,6F8,
STN,6F8H,6F8H - BURBANK,6F8,
STN,6F8L,6F8L - LANCASTER,6F8,
STN,6F8P,6F8P - PALMDALE,6F8,
STN,6F8S,6F8S - SANTA CLARITA,6F8,
BN,6H,6H - PORTLAND,6,
CO,6H1,6H1 - EUGENE,6H,
STN,6H1B,6H1B - BEND,6H1,
STN,6H1G,6H1G - COOS BAY,6H1,
STN,6H1K,6H1K - EUGENE,6H1,
STN,6H1L,6H1L - ALBANY,6H1,
STN,6H1S,6H1S - SPRINGFIELD,6H1,
STN,6H1V,6H1V - ROSEBURG,6H1,
CO,6H2,6H2 - VANCOUVER,6H,
STN,6H2A,6H2A - ASTORIA,6H2,
STN,6H2E,6H2E - VANCOUVER EAST,6H2,
STN,6H2G,6H2G - TIGARD,6H2,
STN,6H2H,6H2H - HILLSBORO,6H2,
STN,6H2P,6H2P - LONGVIEW,6H2,
STN,6H2Q,6H2Q - PORTLAND,6H2,
STN,6H2W,6H2W - VANCOUVER WEST,6H2,
CO,6H3,6H3 - MOUNT HOOD,6H,
STN,6H3C,6H3C - CANBY,6H3,
STN,6H3M,6H3M - OREGON CITY,6H3,
STN,6H3N,6H3N - MC MINNVILLE,6H3,
STN,6H3S,6H3S - THE DALLES,6H3,
STN,6H3T,6H3T - GRESHAM,6H3,
STN,6H3U,6H3U - SALEM,6H3,
CO,6H5,6H5 - HAWAII,6H,
STN,6H5B,6H5B - KONA,6H5,
STN,6H5D,6H5D - KAPIOLANI,6H5,
STN,6H5H,6H5H - HILO,6H5,
STN,6H5I,6H5I - KAUAI,6H5,
STN,6H5M,6H5M - WAHIAWA,6H5,
STN,6H5N,6H5N - KANEOHE,6H5,
STN,6H5P,6H5P - PEARL CITY,6H5,
STN,6H5S,6H5S - WAILUKU MAUI,6H5,
STN,6H5W,6H5W - KAPOLEI,6H5,
CO,6H7,6H7 - GUAM,6H,
STN,6H7B,6H7B - MICRONESIA,6H7,
STN,6H7G,6H7G - HAGATNA,6H7,
STN,6H7J,6H7J - OKINAWA,6H7,
STN,6H7K,6H7K - KOREA,6H7,
STN,6H7M,6H7M - JAPAN-MAINLAND,6H7,
STN,6H7N,6H7N - SAIPAN,6H7,
STN,6H7S,6H7S - SAMOA,6H7,
BN,6I,6I - NORCAL,6,
CO,6I0,6I0 - SIERRA NEVADA,6I,
STN,6I0C,6I0C - CARSON CITY,6I0,
STN,6I0F,6I0F - FALLON,6I0,
STN,6I0P,6I0P - SPARKS,6I0,
STN,6I0R,6I0R - RENO,6I0,
STN,6I0S,6I0S - SUSANVILLE,6I0,
CO,6I1,6I1 - REDDING,6I,
STN,6I1D,6I1D - CHICO,6I1,
STN,6I1E,6I1E - EUREKA,6I1,
STN,6I1K,6I1K - KLAMATH FALLS,6I1,
STN,6I1R,6I1R - REDDING,6I1,
STN,6I1S,6I1S - MEDFORD,6I1,
CO,6I3,6I3 - SACRAMENTO VALLEY,6I,
STN,6I3F,6I3F - FOLSOM,6I3,
STN,6I3G,6I3G - ROSEVILLE,6I3,
STN,6I3H,6I3H - YUBA CITY,6I3,
STN,6I3N,6I3N - AUBURN,6I3,
STN,6I3P,6I3P - PLACERVILLE,6I3,
STN,6I3V,6I3V - FAIR OAKS CA,6I3,
CO,6I4,6I4 - SAN JOAQUIN,6I,
STN,6I4J,6I4J - MODESTO,6I4,
STN,6I4M,6I4M - MANTECA,6I4,
STN,6I4S,6I4S - SONORA,6I4,
STN,6I4T,6I4T - TURLOCK,6I4,
STN,6I4V,6I4V - STOCKTON,6I4,
CO,6I5,6I5 - CAPITAL,6I,
STN,6I5A,6I5A - SACRAMENTO NORTH,6I5,
STN,6I5F,6I5F - SACRAMENTO SOUTH,6I5,
STN,6I5G,6I5G - ELK GROVE,6I5,
STN,6I5W,6I5W - WOODLAND,6I5,
CO,6I6,6I6 - NORTH BAY,6I,
STN,6I6F,6I6F - FAIRFIELD,6I6,
STN,6I6M,6I6M - SANTA ROSA,6I6,
STN,6I6N,6I6N - NOVATO,6I6,
STN,6I6P,6I6P - UKIAH,6I6,
STN,6I6S,6I6S - AMERICAN CANYON,6I6,
STN,6I6V,6I6V - VACAVILLE,6I6,
BN,6J,6J - MOUNTAIN WEST,6,
CO,6J1,6J1 - OGDEN,6J,
STN,6J1F,6J1F - IDAHO FALLS,6J1,
STN,6J1L,6J1L - OGDEN,6J1,
STN,6J1N,6J1N - LOGAN,6J1,
STN,6J1P,6J1P - POCATELLO,6J1,
STN,6J1R,6J1R - CLEARFIELD,6J1,
STN,6J1S,6J1S - ROCK SPRINGS,6J1,
CO,6J2,6J2 - SALT LAKE,6J,
STN,6J2B,6J2B - TAYLORSVILLE,6J2,
STN,6J2F,6J2F - PROVO,6J2,
STN,6J2H,6J2H - WEST JORDAN,6J2,
STN,6J2M,6J2M - AMERICAN FORK,6J2,
STN,6J2R,6J2R - SANDY,6J2,
STN,6J2W,6J2W - MURRAY,6J2,
CO,6J3,6J3 - MISSOULA,6J,
STN,6J3D,6J3D - BUTTE,6J3,
STN,6J3G,6J3G - GREAT FALLS,6J3,
STN,6J3M,6J3M - MISSOULA,6J3,
STN,6J3P,6J3P - HELENA,6J3,
STN,6J3W,6J3W - KALISPELL,6J3,
CO,6J4,6J4 - BOISE,6J,
STN,6J4A,6J4A - MERIDIAN,6J4,
STN,6J4B,6J4B - BOISE,6J4,
STN,6J4F,6J4F - ONTARIO,6J4,
STN,6J4L,6J4L - ELKO,6J4,
STN,6J4N,6J4N - NAMPA,6J4,
STN,6J4T,6J4T - TWIN FALLS,6J4,
CO,6J6,6J6 - LAS VEGAS,6J,
STN,6J6C,6J6C - CENTENNIAL HILLS,6J6,
STN,6J6D,6J6D - DECATUR,6J6,
STN,6J6G,6J6G - GREEN VALLEY,6J6,
STN,6J6L,6J6L - LIBERTY,6J6,
STN,6J6M,6J6M - SAHARA,6J6,
STN,6J6N,6J6N - NELLIS,6J6,
STN,6J6P,6J6P - SPRING VALLEY,6J6,
STN,6J6S,6J6S - ST GEORGE,6J6,
CO,6J9,6J9 - BIG HORN,6J,
STN,6J9A,6J9A - CASPER,6J9,
STN,6J9B,6J9B - BILLINGS,6J9,
STN,6J9C,6J9C - CODY,6J9,
STN,6J9D,6J9D - BOZEMAN,6J9,
STN,6J9G,6J9G - GILLETTE,6J9,
BN,6K,6K - SOUTHERN CAL,6,
CO,6K1,6K1 - REDLANDS,6K,
STN,6K1A,6K1A - BARSTOW,6K1,
STN,6K1D,6K1D - REDLANDS,6K1,
STN,6K1H,6K1H - HESPERIA,6K1,
STN,6K1I,6K1I - PALM DESERT,6K1,
STN,6K1S,6K1S - SAN BERNARDINO,6K1,
STN,6K1T,6K1T - YUCCA VALLEY,6K1,
STN,6K1V,6K1V - VICTORVILLE,6K1,
CO,6K2,6K2 - HUNTINGTON BEACH,6K,
STN,6K2B,6K2B - TUSTIN,6K2,
STN,6K2H,6K2H - HUNTINGTON BEACH,6K2,
STN,6K2L,6K2L - LAKE FOREST,6K2,
STN,6K2M,6K2M - MISSION VIEJO,6K2,
CO,6K3,6K3 - ANAHEIM,6K,
STN,6K3A,6K3A - ANAHEIM,6K3,
STN,6K3B,6K3B - BREA,6K3,
STN,6K3C,6K3C - CYPRESS,6K3,
STN,6K3G,6K3G - WESTMINSTER,6K3,
STN,6K3O,6K3O - ORANGE,6K3,
CO,6K4,6K4 - SAN DIEGO SOUTH,6K,
STN,6K4A,6K4A - IMPERIAL BEACH,6K4,
STN,6K4C,6K4C - NATIONAL CITY,6K4,
STN,6K4D,6K4D - CHULA VISTA,6K4,
STN,6K4H,6K4H - EL CAJON,6K4,
STN,6K4K,6K4K - EL CENTRO,6K4,
STN,6K4U,6K4U - UNIVERSITY,6K4,
CO,6K6,6K6 - TEMECULA,6K,
STN,6K6A,6K6A - HEMET,6K6,
STN,6K6B,6K6B - MENIFEE,6K6,
STN,6K6C,6K6C - MORENO VALLEY,6K6,
STN,6K6G,6K6G - TEMECULA,6K6,
STN,6K6M,6K6M - MURRIETA,6K6,
CO,6K7,6K7 - RIVERSIDE,6K,
STN,6K7A,6K7A - FONTANA,6K7,
STN,6K7B,6K7B - CHINO HILLS,6K7,
STN,6K7C,6K7C - CORONA,6K7,
STN,6K7N,6K7N - RIVERSIDE,6K7,
STN,6K7U,6K7U - UPLAND,6K7,
CO,6K8,6K8 - SAN DIEGO NORTH,6K,
STN,6K8B,6K8B - KEARNY MESA,6K8,
STN,6K8E,6K8E - ESCONDIDO,6K8,
STN,6K8O,6K8O - OCEANSIDE,6K8,
STN,6K8P,6K8P - POWAY,6K8,
STN,6K8S,6K8S - MIRA MESA,6K8,
STN,6K8V,6K8V - VISTA,6K8,
BN,6L,6L - SEATTLE,6,
CO,6L1,6L1 - EVERETT,6L,
STN,6L1D,6L1D - BELLINGHAM,6L1,
STN,6L1G,6L1G - EVERETT,6L1,
STN,6L1K,6L1K - LYNNWOOD,6L1,
STN,6L1M,6L1M - MONROE,6L1,
STN,6L1N,6L1N - BURLINGTON,6L1,
CO,6L2,6L2 - SEATTLE,6L,
STN,6L2B,6L2B - BELLEVUE,6L2,
STN,6L2C,6L2C - NORTH SEATTLE,6L2,
STN,6L2F,6L2F - TUKWILA,6L2,
STN,6L2K,6L2K - KENT,6L2,
CO,6L3,6L3 - SPOKANE,6L,
STN,6L3D,6L3D - HAYDEN,6L3,
STN,6L3L,6L3L - LEWISTON,6L3,
STN,6L3O,6L3O - SPOKANE VALLEY,6L3,
STN,6L3R,6L3R - SPOKANE NORTH,6L3,
STN,6L3W,6L3W - CHENEY,6L3,
CO,6L4,6L4 - TACOMA,6L,
STN,6L4A,6L4A - AUBURN,6L4,
STN,6L4B,6L4B - SPANAWAY,6L4,
STN,6L4P,6L4P - PUYALLUP,6L4,
STN,6L4V,6L4V - TACOMA MALL,6L4,
CO,6L5,6L5 - YAKIMA,6L,
STN,6L5C,6L5C - WALLA WALLA,6L5,
STN,6L5H,6L5H - KENNEWICK,6L5,
STN,6L5M,6L5M - MOSES LAKE,6L5,
STN,6L5R,6L5R - EAST WENATCHEE,6L5,
STN,6L5W,6L5W - YAKIMA,6L5,
CO,6L6,6L6 - ALASKA,6L,
STN,6L6A,6L6A - ANCHORAGE SOUTH,6L6,
STN,6L6B,6L6B - ANCHORAGE NORTH,6L6,
STN,6L6E,6L6E - WASILLA,6L6,
STN,6L6G,6L6G - FAIRBANKS,6L6,
STN,6L6S,6L6S - SOLDOTNA,6L6,
CO,6L7,6L7 - OLYMPIA,6L,
STN,6L7E,6L7E - SILVERDALE,6L7,
STN,6L7F,6L7F - GIG HARBOR,6L7,
STN,6L7L,6L7L - LACEY,6L7,
STN,6L7N,6L7N - CHEHALIS,6L7,
STN,6L7O,6L7O - OLYMPIA,6L7,
BN,6N,6N - CENTCAL,6,
CO,6N1,6N1 - FRESNO,6N,
STN,6N1A,6N1A - CLOVIS,6N1,
STN,6N1C,6N1C - MERCED,6N1,
STN,6N1F,6N1F - FRESNO,6N1,
STN,6N1H,6N1H - HANFORD,6N1,
STN,6N1M,6N1M - MADERA,6N1,
STN,6N1R,6N1R - VISALIA,6N1,
STN,6N1S,6N1S - SELMA,6N1,
CO,6N2,6N2 - BAKERSFIELD,6N,
STN,6N2A,6N2A - BAKERSFIELD WEST,6N2,
STN,6N2B,6N2B - BAKERSFIELD EAST,6N2,
STN,6N2C,6N2C - RIDGECREST,6N2,
STN,6N2O,6N2O - DELANO,6N2,
STN,6N2P,6N2P - PORTERVILLE,6N2,
CO,6N6,6N6 - GOLD COAST,6N,
STN,6N6B,6N6B - GOLETA,6N6,
STN,6N6G,6N6G - SAN LUIS OBISPO,6N6,
STN,6N6L,6N6L - LOMPOC,6N6,
STN,6N6N,6N6N - SANTA MARIA,6N6,
STN,6N6P,6N6P - PASO ROBLES,6N6,
CO,6N7,6N7 - SOUTH BAY,6N,
STN,6N7B,6N7B - SAN MATEO,6N7,
STN,6N7D,6N7D - DALY CITY,6N7,
STN,6N7G,6N7G - MOUNTAIN VIEW,6N7,
STN,6N7M,6N7M - GOLDEN GATE,6N7,
CO,6N8,6N8 - EAST BAY,6N,
STN,6N8A,6N8A - ALAMEDA,6N8,
STN,6N8D,6N8D - BRENTWOOD,6N8,
STN,6N8F,6N8F - FREMONT,6N8,
STN,6N8H,6N8H - PLEASANT HILL,6N8,
STN,6N8I,6N8I - HAYWARD,6N8,
STN,6N8L,6N8L - LIVERMORE,6N8,
STN,6N8R,6N8R - RICHMOND,6N8,
CO,6N9,6N9 - MONTEREY BAY,6N,
STN,6N9A,6N9A - ALMADEN,6N9,
STN,6N9C,6N9C - CAPITOLA,6N9,
STN,6N9D,6N9D - GILROY,6N9,
STN,6N9E,6N9E - SEASIDE,6N9,
STN,6N9M,6N9M - SAN JOSE EAST,6N9,
STN,6N9S,6N9S - SALINAS,6N9,
STN,6N9W,6N9W - SANTA CLARA,6N9,
